user_id,credit_id,rating
2,18680,4
2,18688,4
2,18681,4
2,18679,4
2,18682,4
2,18685,4
2,37417,5
2,37410,5
2,37426,5
2,37422,5
2,37424,5
2,37428,5
2,37411,5
2,37427,5
2,37413,5
2,37415,5
2,37409,5
2,37416,5
2,37425,5
2,37414,5
2,37420,5
2,37423,5
2,37418,5
2,37419,5
2,37421,5
2,37412,5
2,9380,5
2,9381,5
2,9378,5
2,9383,5
2,9377,5
2,9379,5
2,9382,5
2,9384,5
2,65163,4
2,65161,4
2,65160,4
2,65164,4
2,65162,4
2,65159,4
2,76866,3
2,76869,3
2,76876,3
2,76879,3
2,76870,3
2,76874,3
2,76868,3
2,76875,3
2,76877,3
2,76878,3
2,76871,3
2,76880,3
2,76873,3
2,76867,3
2,76872,3
2,53422,4
2,53428,4
2,53413,4
2,53435,4
2,53441,4
2,53458,4
2,53467,4
2,53455,4
2,53416,4
2,53447,4
2,53426,4
2,53456,4
2,53417,4
2,53459,4
2,53461,4
2,53446,4
2,53430,4
2,53432,4
2,53434,4
2,53443,4
2,53414,4
2,53465,4
2,53420,4
2,53444,4
2,53453,4
2,53452,4
2,53412,4
2,53429,4
2,53439,4
2,53415,4
2,53424,4
2,53460,4
2,53433,4
2,53445,4
2,53427,4
2,53425,4
2,53423,4
2,53437,4
2,53438,4
2,53451,4
2,53462,4
2,53464,4
2,53418,4
2,53449,4
2,53421,4
2,53463,4
2,53454,4
2,53411,4
2,53436,4
2,53448,4
2,53450,4
2,53457,4
2,53419,4
2,53442,4
2,53410,4
2,53466,4
2,53440,4
2,53431,4
2,74950,4
2,74946,4
2,74947,4
2,74955,4
2,74956,4
2,74957,4
2,74961,4
2,74944,4
2,74951,4
2,74952,4
2,74953,4
2,74954,4
2,74958,4
2,74948,4
2,74960,4
2,74945,4
2,74949,4
2,74959,4
2,8183,3
2,8173,3
2,8187,3
2,8166,3
2,8169,3
2,8170,3
2,8188,3
2,8182,3
2,8164,3
2,8192,3
2,8179,3
2,8167,3
2,8175,3
2,8165,3
2,8178,3
2,8172,3
2,8185,3
2,8191,3
2,8189,3
2,8186,3
2,8174,3
2,8171,3
2,8180,3
2,8176,3
2,8190,3
2,8181,3
2,8168,3
2,8184,3
2,8177,3
2,75351,3
2,75353,3
2,75355,3
2,75346,3
2,75354,3
2,75356,3
2,75349,3
2,75350,3
2,75345,3
2,75348,3
2,75352,3
2,75347,3
2,6483,4
2,6494,4
2,6493,4
2,6482,4
2,6486,4
2,6487,4
2,6480,4
2,6485,4
2,6492,4
2,6481,4
2,6491,4
2,6484,4
2,6488,4
2,6489,4
2,6490,4
2,9596,4
2,9597,4
2,9607,4
2,9600,4
2,9605,4
2,9601,4
2,9602,4
2,9598,4
2,9608,4
2,9603,4
2,9606,4
2,9604,4
2,9599,4
2,6657,4
2,6663,4
2,6666,4
2,6665,4
2,6656,4
2,6664,4
2,6659,4
2,6669,4
2,6658,4
2,6655,4
2,6661,4
2,6668,4
2,6667,4
2,6660,4
2,6662,4
2,10292,3
2,10295,3
2,10293,3
2,10296,3
2,10303,3
2,10301,3
2,10298,3
2,10297,3
2,10300,3
2,10306,3
2,10307,3
2,10299,3
2,10304,3
2,10302,3
2,10294,3
2,10305,3
2,38953,5
2,38949,5
2,38955,5
2,38947,5
2,38950,5
2,38954,5
2,38958,5
2,38959,5
2,38946,5
2,38961,5
2,38957,5
2,38951,5
2,38956,5
2,38960,5
2,38945,5
2,38962,5
2,38952,5
2,38944,5
2,38948,5
2,65289,4
2,65294,4
2,65287,4
2,65296,4
2,65290,4
2,65293,4
2,65286,4
2,65295,4
2,65297,4
2,65292,4
2,65288,4
2,65291,4
3,2112,4
3,2116,4
3,2110,4
3,2113,4
3,2115,4
3,2111,4
3,2117,4
3,2109,4
3,2108,4
3,2114,4
3,10715,3
3,10714,3
3,10707,3
3,10722,3
3,10713,3
3,10718,3
3,10719,3
3,10721,3
3,10717,3
3,10711,3
3,10710,3
3,10708,3
3,10712,3
3,10720,3
3,10716,3
3,10709,3
3,26323,5
3,26321,5
3,26302,5
3,26316,5
3,26308,5
3,26305,5
3,26300,5
3,26301,5
3,26312,5
3,26303,5
3,26306,5
3,26319,5
3,26320,5
3,26313,5
3,26309,5
3,26318,5
3,26315,5
3,26322,5
3,26317,5
3,26304,5
3,26307,5
3,26311,5
3,26324,5
3,26310,5
3,26314,5
3,8183,2.5
3,8173,2.5
3,8187,2.5
3,8166,2.5
3,8169,2.5
3,8170,2.5
3,8188,2.5
3,8182,2.5
3,8164,2.5
3,8192,2.5
3,8179,2.5
3,8167,2.5
3,8175,2.5
3,8165,2.5
3,8178,2.5
3,8172,2.5
3,8185,2.5
3,8191,2.5
3,8189,2.5
3,8186,2.5
3,8174,2.5
3,8171,2.5
3,8180,2.5
3,8176,2.5
3,8190,2.5
3,8181,2.5
3,8168,2.5
3,8184,2.5
3,8177,2.5
3,77519,4
3,77503,4
3,77502,4
3,77511,4
3,77516,4
3,77510,4
3,77509,4
3,77514,4
3,77524,4
3,77518,4
3,77525,4
3,77504,4
3,77505,4
3,77521,4
3,77523,4
3,77527,4
3,77506,4
3,77526,4
3,77513,4
3,77522,4
3,77517,4
3,77507,4
3,77515,4
3,77508,4
3,77528,4
3,77512,4
3,77520,4
3,13181,3.5
3,13174,3.5
3,13182,3.5
3,13176,3.5
3,13177,3.5
3,13175,3.5
3,13179,3.5
3,13178,3.5
3,13180,3.5
3,81849,4.5
3,81851,4.5
3,81854,4.5
3,81847,4.5
3,81852,4.5
3,81848,4.5
3,81850,4.5
3,81853,4.5
3,59553,4
3,59549,4
3,59555,4
3,59547,4
3,59550,4
3,59556,4
3,59554,4
3,59548,4
3,59551,4
3,59546,4
3,59552,4
3,81570,5
3,81581,5
3,81578,5
3,81579,5
3,81573,5
3,81580,5
3,81572,5
3,81574,5
3,81576,5
3,81571,5
3,81577,5
3,81575,5
3,81582,5
3,186694,3.5
3,186693,3.5
3,186696,3.5
3,186689,3.5
3,186686,3.5
3,186691,3.5
3,186695,3.5
3,186698,3.5
3,186699,3.5
3,186688,3.5
3,186690,3.5
3,186697,3.5
3,186687,3.5
3,186685,3.5
3,186692,3.5
4,31234,5
4,31223,5
4,31214,5
4,31210,5
4,31221,5
4,31230,5
4,31237,5
4,31220,5
4,31216,5
4,31211,5
4,31231,5
4,31225,5
4,31217,5
4,31227,5
4,31212,5
4,31213,5
4,31215,5
4,31233,5
4,31219,5
4,31229,5
4,31226,5
4,31232,5
4,31218,5
4,31235,5
4,31236,5
4,31222,5
4,31228,5
4,31224,5
4,43930,4
4,43936,4
4,43940,4
4,43942,4
4,43928,4
4,43934,4
4,43937,4
4,43945,4
4,43932,4
4,43927,4
4,43933,4
4,43926,4
4,43944,4
4,43935,4
4,43938,4
4,43925,4
4,43931,4
4,43929,4
4,43943,4
4,43941,4
4,43939,4
4,43924,4
4,7341,3
4,7343,3
4,7338,3
4,7336,3
4,7342,3
4,7345,3
4,7339,3
4,7349,3
4,7351,3
4,7347,3
4,7352,3
4,7340,3
4,7344,3
4,7346,3
4,7350,3
4,7348,3
4,7353,3
4,7335,3
4,7337,3
4,11590,3
4,11574,3
4,11585,3
4,11603,3
4,11595,3
4,11582,3
4,11599,3
4,11602,3
4,11601,3
4,11578,3
4,11591,3
4,11573,3
4,11580,3
4,11581,3
4,11575,3
4,11568,3
4,11584,3
4,11596,3
4,11570,3
4,11600,3
4,11577,3
4,11569,3
4,11606,3
4,11593,3
4,11583,3
4,11579,3
4,11594,3
4,11588,3
4,11592,3
4,11571,3
4,11605,3
4,11597,3
4,11604,3
4,11589,3
4,11576,3
4,11572,3
4,11598,3
4,11586,3
4,11587,3
4,75351,3
4,75353,3
4,75355,3
4,75346,3
4,75354,3
4,75356,3
4,75349,3
4,75350,3
4,75345,3
4,75348,3
4,75352,3
4,75347,3
4,13429,3
4,13432,3
4,13430,3
4,13426,3
4,13428,3
4,13427,3
4,13431,3
4,92044,4
4,92037,4
4,92043,4
4,92046,4
4,92040,4
4,92042,4
4,92035,4
4,92050,4
4,92052,4
4,92045,4
4,92038,4
4,92039,4
4,92036,4
4,92033,4
4,92051,4
4,92048,4
4,92031,4
4,92041,4
4,92032,4
4,92034,4
4,92049,4
4,92047,4
4,81547,4
4,81542,4
4,81537,4
4,81538,4
4,81543,4
4,81539,4
4,81541,4
4,81548,4
4,81540,4
4,81545,4
4,81544,4
4,81550,4
4,81549,4
4,81546,4
4,63858,4
4,63865,4
4,63866,4
4,63868,4
4,63869,4
4,63864,4
4,63872,4
4,63867,4
4,63871,4
4,63863,4
4,63862,4
4,63860,4
4,63870,4
4,63859,4
4,63861,4
4,23211,5
4,23210,5
4,23214,5
4,23209,5
4,23212,5
4,23213,5
4,38953,3
4,38949,3
4,38955,3
4,38947,3
4,38950,3
4,38954,3
4,38958,3
4,38959,3
4,38946,3
4,38961,3
4,38957,3
4,38951,3
4,38956,3
4,38960,3
4,38945,3
4,38962,3
4,38952,3
4,38944,3
4,38948,3
4,52625,5
4,52617,5
4,52619,5
4,52632,5
4,52634,5
4,52623,5
4,52620,5
4,52628,5
4,52624,5
4,52633,5
4,52631,5
4,52635,5
4,52637,5
4,52615,5
4,52626,5
4,52636,5
4,52630,5
4,52629,5
4,52622,5
4,52616,5
4,52621,5
4,52618,5
4,52627,5
4,7768,5
4,7770,5
4,7746,5
4,7774,5
4,7750,5
4,7767,5
4,7759,5
4,7756,5
4,7758,5
4,7772,5
4,7751,5
4,7766,5
4,7760,5
4,7752,5
4,7771,5
4,7762,5
4,7763,5
4,7773,5
4,7745,5
4,7775,5
4,7754,5
4,7761,5
4,7769,5
4,7764,5
4,7749,5
4,7744,5
4,7757,5
4,7748,5
4,7755,5
4,7747,5
4,7765,5
4,7753,5
4,7781,4
4,7788,4
4,7785,4
4,7784,4
4,7786,4
4,7782,4
4,7779,4
4,7783,4
4,7776,4
4,7780,4
4,7787,4
4,7777,4
4,7778,4
4,17288,5
4,17290,5
4,17291,5
4,17286,5
4,17287,5
4,17292,5
4,17294,5
4,17298,5
4,17296,5
4,17297,5
4,17295,5
4,17293,5
4,17289,5
4,62312,5
4,62307,5
4,62305,5
4,62311,5
4,62306,5
4,62313,5
4,62310,5
4,62309,5
4,62308,5
4,16842,5
4,16849,5
4,16841,5
4,16846,5
4,16848,5
4,16845,5
4,16836,5
4,16840,5
4,16834,5
4,16844,5
4,16837,5
4,16847,5
4,16839,5
4,16835,5
4,16838,5
4,16843,5
4,81947,5
4,81951,5
4,81939,5
4,81946,5
4,81938,5
4,81937,5
4,81948,5
4,81950,5
4,81940,5
4,81943,5
4,81941,5
4,81944,5
4,81949,5
4,81942,5
4,81945,5
4,78958,5
4,78960,5
4,78961,5
4,78968,5
4,78969,5
4,78964,5
4,78971,5
4,78972,5
4,78957,5
4,78962,5
4,78966,5
4,78970,5
4,78963,5
4,78965,5
4,78959,5
4,78967,5
4,78802,5
4,78807,5
4,78800,5
4,78798,5
4,78797,5
4,78801,5
4,78812,5
4,78799,5
4,78813,5
4,78808,5
4,78814,5
4,78804,5
4,78805,5
4,78811,5
4,78806,5
4,78803,5
4,78810,5
4,78809,5
4,78796,5
4,34283,5
4,34288,5
4,34290,5
4,34284,5
4,34289,5
4,34282,5
4,34286,5
4,34285,5
4,34287,5
4,162819,4
4,162811,4
4,162816,4
4,162807,4
4,162803,4
4,162810,4
4,162813,4
4,162815,4
4,162818,4
4,162817,4
4,162806,4
4,162804,4
4,162802,4
4,162809,4
4,162812,4
4,162820,4
4,162808,4
4,162814,4
4,162805,4
4,45101,3
4,45108,3
4,45105,3
4,45109,3
4,45104,3
4,45100,3
4,45107,3
4,45102,3
4,45099,3
4,45106,3
4,45103,3
4,37929,3
4,37939,3
4,37926,3
4,37933,3
4,37937,3
4,37938,3
4,37934,3
4,37931,3
4,37925,3
4,37930,3
4,37935,3
4,37927,3
4,37936,3
4,37932,3
4,37928,3
4,29325,5
4,29315,5
4,29313,5
4,29314,5
4,29312,5
4,29321,5
4,29319,5
4,29317,5
4,29323,5
4,29326,5
4,29327,5
4,29328,5
4,29322,5
4,29324,5
4,29318,5
4,29316,5
4,29320,5
4,92871,5
4,92870,5
4,92872,5
4,92873,5
4,92874,5
4,92869,5
4,21409,5
4,21408,5
4,21414,5
4,21415,5
4,21413,5
4,21410,5
4,21416,5
4,21417,5
4,21412,5
4,21411,5
4,21418,5
4,73333,3
4,73326,3
4,73331,3
4,73332,3
4,73334,3
4,73323,3
4,73324,3
4,73325,3
4,73335,3
4,73328,3
4,73322,3
4,73327,3
4,73329,3
4,73321,3
4,73330,3
4,13181,5
4,13174,5
4,13182,5
4,13176,5
4,13177,5
4,13175,5
4,13179,5
4,13178,5
4,13180,5
4,69942,4
4,69945,4
4,69946,4
4,69943,4
4,69948,4
4,69944,4
4,69947,4
4,66131,2
4,66132,2
4,66130,2
4,66128,2
4,66129,2
4,47398,5
4,47420,5
4,47414,5
4,47404,5
4,47408,5
4,47415,5
4,47401,5
4,47416,5
4,47417,5
4,47395,5
4,47413,5
4,47396,5
4,47405,5
4,47411,5
4,47409,5
4,47421,5
4,47406,5
4,47399,5
4,47418,5
4,47407,5
4,47394,5
4,47410,5
4,47397,5
4,47400,5
4,47403,5
4,47412,5
4,47419,5
4,47402,5
4,91793,5
4,91795,5
4,91796,5
4,91794,5
4,91792,5
4,91797,5
4,91798,5
4,73713,3
4,73722,3
4,73723,3
4,73721,3
4,73718,3
4,73724,3
4,73727,3
4,73719,3
4,73715,3
4,73716,3
4,73717,3
4,73720,3
4,73714,3
4,73726,3
4,73725,3
4,73712,3
4,8826,5
4,8824,5
4,8822,5
4,8823,5
4,8820,5
4,8827,5
4,8829,5
4,8833,5
4,8834,5
4,8832,5
4,8828,5
4,8830,5
4,8831,5
4,8825,5
4,8821,5
4,54734,2
4,54733,2
4,54736,2
4,54735,2
4,82958,4
4,82961,4
4,82957,4
4,82960,4
4,82956,4
4,82959,4
4,82962,4
4,25878,5
4,25879,5
4,25884,5
4,25874,5
4,25881,5
4,25876,5
4,25880,5
4,25873,5
4,25886,5
4,25872,5
4,25885,5
4,25877,5
4,25888,5
4,25883,5
4,25887,5
4,25882,5
4,25875,5
4,4235,4
4,4236,4
4,4252,4
4,4249,4
4,4233,4
4,4237,4
4,4244,4
4,4243,4
4,4240,4
4,4251,4
4,4238,4
4,4239,4
4,4245,4
4,4248,4
4,4242,4
4,4241,4
4,4250,4
4,4246,4
4,4234,4
4,4247,4
4,6060,4
4,6069,4
4,6067,4
4,6062,4
4,6061,4
4,6066,4
4,6064,4
4,6063,4
4,6065,4
4,6068,4
4,6070,4
4,477,3
4,468,3
4,472,3
4,466,3
4,478,3
4,465,3
4,473,3
4,480,3
4,475,3
4,467,3
4,470,3
4,469,3
4,474,3
4,476,3
4,471,3
4,479,3
4,3081,5
4,3085,5
4,3087,5
4,3088,5
4,3083,5
4,3084,5
4,3082,5
4,3086,5
4,3080,5
4,3079,5
4,3078,5
4,64853,5
4,64859,5
4,64857,5
4,64855,5
4,64858,5
4,64850,5
4,64851,5
4,64856,5
4,64860,5
4,64854,5
4,64852,5
4,22722,4
4,22705,4
4,22719,4
4,22706,4
4,22709,4
4,22714,4
4,22721,4
4,22718,4
4,22710,4
4,22720,4
4,22712,4
4,22703,4
4,22716,4
4,22708,4
4,22704,4
4,22713,4
4,22711,4
4,22717,4
4,22715,4
4,22707,4
4,31100,5
4,31103,5
4,31104,5
4,31102,5
4,31096,5
4,31095,5
4,31097,5
4,31099,5
4,31105,5
4,31101,5
4,31098,5
4,21724,5
4,21721,5
4,21728,5
4,21715,5
4,21718,5
4,21726,5
4,21717,5
4,21723,5
4,21722,5
4,21725,5
4,21727,5
4,21720,5
4,21716,5
4,21714,5
4,21719,5
4,28331,5
4,28330,5
4,28324,5
4,28328,5
4,28325,5
4,28332,5
4,28327,5
4,28329,5
4,28326,5
4,17213,5
4,17210,5
4,17212,5
4,17214,5
4,17215,5
4,17217,5
4,17218,5
4,17219,5
4,17211,5
4,17216,5
4,187983,4
4,187980,4
4,187978,4
4,187979,4
4,187974,4
4,187976,4
4,187977,4
4,187981,4
4,187982,4
4,187975,4
4,27138,5
4,27142,5
4,27134,5
4,27140,5
4,27146,5
4,27141,5
4,27137,5
4,27147,5
4,27144,5
4,27145,5
4,27143,5
4,27136,5
4,27135,5
4,27139,5
4,21016,3
4,21012,3
4,21014,3
4,21018,3
4,21020,3
4,21021,3
4,21024,3
4,21017,3
4,21011,3
4,21008,3
4,21019,3
4,21022,3
4,21023,3
4,21015,3
4,21013,3
4,21009,3
4,21025,3
4,21010,3
4,42117,3
4,42113,3
4,42106,3
4,42110,3
4,42112,3
4,42100,3
4,42104,3
4,42120,3
4,42119,3
4,42114,3
4,42101,3
4,42108,3
4,42107,3
4,42109,3
4,42111,3
4,42115,3
4,42116,3
4,42103,3
4,42102,3
4,42105,3
4,42118,3
4,83571,5
4,83581,5
4,83578,5
4,83564,5
4,83562,5
4,83577,5
4,83584,5
4,83566,5
4,83579,5
4,83583,5
4,83569,5
4,83560,5
4,83572,5
4,83575,5
4,83565,5
4,83573,5
4,83570,5
4,83576,5
4,83563,5
4,83585,5
4,83561,5
4,83568,5
4,83580,5
4,83567,5
4,83582,5
4,83586,5
4,83559,5
4,83558,5
4,83574,5
4,46721,5
4,46729,5
4,46742,5
4,46726,5
4,46732,5
4,46737,5
4,46722,5
4,46739,5
4,46736,5
4,46730,5
4,46738,5
4,46723,5
4,46724,5
4,46731,5
4,46720,5
4,46725,5
4,46741,5
4,46727,5
4,46740,5
4,46734,5
4,46735,5
4,46733,5
4,46728,5
4,45178,4
4,45180,4
4,45174,4
4,45173,4
4,45179,4
4,45177,4
4,45176,4
4,45175,4
4,33747,4
4,33744,4
4,33740,4
4,33742,4
4,33745,4
4,33743,4
4,33735,4
4,33746,4
4,33748,4
4,33737,4
4,33738,4
4,33741,4
4,33733,4
4,33736,4
4,33734,4
4,33739,4
4,86479,5
4,86471,5
4,86464,5
4,86477,5
4,86476,5
4,86459,5
4,86473,5
4,86468,5
4,86478,5
4,86460,5
4,86475,5
4,86461,5
4,86474,5
4,86465,5
4,86462,5
4,86472,5
4,86466,5
4,86467,5
4,86469,5
4,86470,5
4,86463,5
5,31234,4
5,31223,4
5,31214,4
5,31210,4
5,31221,4
5,31230,4
5,31237,4
5,31220,4
5,31216,4
5,31211,4
5,31231,4
5,31225,4
5,31217,4
5,31227,4
5,31212,4
5,31213,4
5,31215,4
5,31233,4
5,31219,4
5,31229,4
5,31226,4
5,31232,4
5,31218,4
5,31235,4
5,31236,4
5,31222,4
5,31228,4
5,31224,4
5,8183,4
5,8173,4
5,8187,4
5,8166,4
5,8169,4
5,8170,4
5,8188,4
5,8182,4
5,8164,4
5,8192,4
5,8179,4
5,8167,4
5,8175,4
5,8165,4
5,8178,4
5,8172,4
5,8185,4
5,8191,4
5,8189,4
5,8186,4
5,8174,4
5,8171,4
5,8180,4
5,8176,4
5,8190,4
5,8181,4
5,8168,4
5,8184,4
5,8177,4
5,6657,4.5
5,6663,4.5
5,6666,4.5
5,6665,4.5
5,6656,4.5
5,6664,4.5
5,6659,4.5
5,6669,4.5
5,6658,4.5
5,6655,4.5
5,6661,4.5
5,6668,4.5
5,6667,4.5
5,6660,4.5
5,6662,4.5
5,10292,4
5,10295,4
5,10293,4
5,10296,4
5,10303,4
5,10301,4
5,10298,4
5,10297,4
5,10300,4
5,10306,4
5,10307,4
5,10299,4
5,10304,4
5,10302,4
5,10294,4
5,10305,4
5,7768,3.5
5,7770,3.5
5,7746,3.5
5,7774,3.5
5,7750,3.5
5,7767,3.5
5,7759,3.5
5,7756,3.5
5,7758,3.5
5,7772,3.5
5,7751,3.5
5,7766,3.5
5,7760,3.5
5,7752,3.5
5,7771,3.5
5,7762,3.5
5,7763,3.5
5,7773,3.5
5,7745,3.5
5,7775,3.5
5,7754,3.5
5,7761,3.5
5,7769,3.5
5,7764,3.5
5,7749,3.5
5,7744,3.5
5,7757,3.5
5,7748,3.5
5,7755,3.5
5,7747,3.5
5,7765,3.5
5,7753,3.5
5,62312,4
5,62307,4
5,62305,4
5,62311,4
5,62306,4
5,62313,4
5,62310,4
5,62309,4
5,62308,4
5,78308,4
5,78318,4
5,78309,4
5,78310,4
5,78311,4
5,78315,4
5,78319,4
5,78307,4
5,78312,4
5,78316,4
5,78305,4
5,78313,4
5,78320,4
5,78322,4
5,78317,4
5,78321,4
5,78314,4
5,78306,4
5,29325,5
5,29315,5
5,29313,5
5,29314,5
5,29312,5
5,29321,5
5,29319,5
5,29317,5
5,29323,5
5,29326,5
5,29327,5
5,29328,5
5,29322,5
5,29324,5
5,29318,5
5,29316,5
5,29320,5
5,81961,3.5
5,81962,3.5
5,81959,3.5
5,81960,3.5
5,25050,4.5
5,25039,4.5
5,25038,4.5
5,25041,4.5
5,25042,4.5
5,25040,4.5
5,25043,4.5
5,25047,4.5
5,25051,4.5
5,25052,4.5
5,25054,4.5
5,25048,4.5
5,25046,4.5
5,25045,4.5
5,25049,4.5
5,25044,4.5
5,25053,4.5
5,73333,3.5
5,73326,3.5
5,73331,3.5
5,73332,3.5
5,73334,3.5
5,73323,3.5
5,73324,3.5
5,73325,3.5
5,73335,3.5
5,73328,3.5
5,73322,3.5
5,73327,3.5
5,73329,3.5
5,73321,3.5
5,73330,3.5
5,81849,4
5,81851,4
5,81854,4
5,81847,4
5,81852,4
5,81848,4
5,81850,4
5,81853,4
5,91793,4
5,91795,4
5,91796,4
5,91794,4
5,91792,4
5,91797,4
5,91798,4
5,8826,4
5,8824,4
5,8822,4
5,8823,4
5,8820,4
5,8827,4
5,8829,4
5,8833,4
5,8834,4
5,8832,4
5,8828,4
5,8830,4
5,8831,4
5,8825,4
5,8821,4
5,47885,1.5
5,47882,1.5
5,47871,1.5
5,47878,1.5
5,47883,1.5
5,47872,1.5
5,47880,1.5
5,47873,1.5
5,47876,1.5
5,47879,1.5
5,47874,1.5
5,47877,1.5
5,47881,1.5
5,47870,1.5
5,47875,1.5
5,47884,1.5
5,53382,3.5
5,53379,3.5
5,53396,3.5
5,53370,3.5
5,53371,3.5
5,53389,3.5
5,53368,3.5
5,53373,3.5
5,53385,3.5
5,53403,3.5
5,53384,3.5
5,53380,3.5
5,53374,3.5
5,53408,3.5
5,53367,3.5
5,53395,3.5
5,53387,3.5
5,53405,3.5
5,53402,3.5
5,53381,3.5
5,53364,3.5
5,53378,3.5
5,53401,3.5
5,53388,3.5
5,53398,3.5
5,53376,3.5
5,53409,3.5
5,53404,3.5
5,53377,3.5
5,53399,3.5
5,53386,3.5
5,53400,3.5
5,53365,3.5
5,53369,3.5
5,53366,3.5
5,53393,3.5
5,53372,3.5
5,53383,3.5
5,53407,3.5
5,53375,3.5
5,53392,3.5
5,53406,3.5
5,53390,3.5
5,53391,3.5
5,53397,3.5
5,53394,3.5
5,21193,3.5
5,21186,3.5
5,21194,3.5
5,21197,3.5
5,21183,3.5
5,21190,3.5
5,21191,3.5
5,21189,3.5
5,21188,3.5
5,21192,3.5
5,21187,3.5
5,21181,3.5
5,21182,3.5
5,21196,3.5
5,21198,3.5
5,21184,3.5
5,21185,3.5
5,21195,3.5
5,57370,4.5
5,57376,4.5
5,57382,4.5
5,57374,4.5
5,57380,4.5
5,57379,4.5
5,57385,4.5
5,57375,4.5
5,57372,4.5
5,57383,4.5
5,57384,4.5
5,57381,4.5
5,57371,4.5
5,57373,4.5
5,57378,4.5
5,57377,4.5
5,150411,4
5,150410,4
5,150414,4
5,150413,4
5,150416,4
5,150415,4
5,150408,4
5,150412,4
5,150409,4
5,85442,5
5,85439,5
5,85444,5
5,85445,5
5,85443,5
5,85440,5
5,85438,5
5,85441,5
5,105267,4.5
5,105279,4.5
5,105278,4.5
5,105274,4.5
5,105284,4.5
5,105285,4.5
5,105266,4.5
5,105275,4.5
5,105283,4.5
5,105281,4.5
5,105277,4.5
5,105282,4.5
5,105268,4.5
5,105273,4.5
5,105272,4.5
5,105286,4.5
5,105276,4.5
5,105270,4.5
5,105271,4.5
5,105280,4.5
5,105269,4.5
5,71156,4
5,71151,4
5,71159,4
5,71158,4
5,71155,4
5,71154,4
5,71152,4
5,71153,4
5,71150,4
5,71157,4
5,65489,4
5,65488,4
5,65487,4
5,65486,4
5,65490,4
5,65484,4
5,65485,4
5,65491,4
6,19448,5
6,19451,5
6,19446,5
6,19456,5
6,19457,5
6,19454,5
6,19449,5
6,19453,5
6,19452,5
6,19447,5
6,19455,5
6,19450,5
6,7768,4
6,7770,4
6,7746,4
6,7774,4
6,7750,4
6,7767,4
6,7759,4
6,7756,4
6,7758,4
6,7772,4
6,7751,4
6,7766,4
6,7760,4
6,7752,4
6,7771,4
6,7762,4
6,7763,4
6,7773,4
6,7745,4
6,7775,4
6,7754,4
6,7761,4
6,7769,4
6,7764,4
6,7749,4
6,7744,4
6,7757,4
6,7748,4
6,7755,4
6,7747,4
6,7765,4
6,7753,4
6,79247,4.5
6,79239,4.5
6,79249,4.5
6,79238,4.5
6,79250,4.5
6,79240,4.5
6,79237,4.5
6,79252,4.5
6,79254,4.5
6,79248,4.5
6,79241,4.5
